@RELATION itdoesntmatter

@ATTRIBUTE line_number INTEGER
@ATTRIBUTE num_words INTEGER
@ATTRIBUTE median_word_length REAL
@ATTRIBUTE mean_word_length REAL
@ATTRIBUTE journal_name {arxiv, jdm, plos}
@ATTRIBUTE expert_annotator INTEGER
@ATTRIBUTE section_name {abstract, introduction}
@ATTRIBUTE accomplish INTEGER
@ATTRIBUTE accuracy INTEGER
@ATTRIBUTE accurately INTEGER
@ATTRIBUTE address INTEGER
@ATTRIBUTE algorithm INTEGER
@ATTRIBUTE although INTEGER
@ATTRIBUTE analysis INTEGER
@ATTRIBUTE analyze INTEGER
@ATTRIBUTE analyzed INTEGER
@ATTRIBUTE answer INTEGER
@ATTRIBUTE apparently INTEGER
@ATTRIBUTE applied INTEGER
@ATTRIBUTE apply INTEGER
@ATTRIBUTE approach INTEGER
@ATTRIBUTE are INTEGER
@ATTRIBUTE argue INTEGER
@ATTRIBUTE artificial INTEGER
@ATTRIBUTE ask INTEGER
@ATTRIBUTE assess INTEGER
@ATTRIBUTE assume INTEGER
@ATTRIBUTE assumed INTEGER
@ATTRIBUTE capture INTEGER
@ATTRIBUTE claim INTEGER
@ATTRIBUTE classify INTEGER
@ATTRIBUTE compare INTEGER
@ATTRIBUTE comparison INTEGER
@ATTRIBUTE comparisons INTEGER
@ATTRIBUTE concentrate INTEGER
@ATTRIBUTE concludes INTEGER
@ATTRIBUTE conclusions INTEGER
@ATTRIBUTE confidence INTEGER
@ATTRIBUTE consider INTEGER
@ATTRIBUTE constructed INTEGER
@ATTRIBUTE contributions INTEGER
@ATTRIBUTE converted INTEGER
@ATTRIBUTE couple INTEGER
@ATTRIBUTE created INTEGER
@ATTRIBUTE current INTEGER
@ATTRIBUTE define INTEGER
@ATTRIBUTE demonstrate INTEGER
@ATTRIBUTE derive INTEGER
@ATTRIBUTE designed INTEGER
@ATTRIBUTE detect INTEGER
@ATTRIBUTE determined INTEGER
@ATTRIBUTE developed INTEGER
@ATTRIBUTE difficult INTEGER
@ATTRIBUTE directly INTEGER
@ATTRIBUTE discover INTEGER
@ATTRIBUTE discovered INTEGER
@ATTRIBUTE discuss INTEGER
@ATTRIBUTE discussion INTEGER
@ATTRIBUTE disparate INTEGER
@ATTRIBUTE drawbacks INTEGER
@ATTRIBUTE earlier INTEGER
@ATTRIBUTE early INTEGER
@ATTRIBUTE establish INTEGER
@ATTRIBUTE even INTEGER
@ATTRIBUTE examine INTEGER
@ATTRIBUTE examined INTEGER
@ATTRIBUTE examines INTEGER
@ATTRIBUTE expected INTEGER
@ATTRIBUTE expensive INTEGER
@ATTRIBUTE explain INTEGER
@ATTRIBUTE exploit INTEGER
@ATTRIBUTE extend INTEGER
@ATTRIBUTE extended INTEGER
@ATTRIBUTE fall INTEGER
@ATTRIBUTE findings INTEGER
@ATTRIBUTE focus INTEGER
@ATTRIBUTE followed INTEGER
@ATTRIBUTE formalize INTEGER
@ATTRIBUTE formidable INTEGER
@ATTRIBUTE formulated INTEGER
@ATTRIBUTE found INTEGER
@ATTRIBUTE foundation INTEGER
@ATTRIBUTE full INTEGER
@ATTRIBUTE future INTEGER
@ATTRIBUTE generalize INTEGER
@ATTRIBUTE generally INTEGER
@ATTRIBUTE give INTEGER
@ATTRIBUTE goal INTEGER
@ATTRIBUTE handful INTEGER
@ATTRIBUTE have INTEGER
@ATTRIBUTE here INTEGER
@ATTRIBUTE high INTEGER
@ATTRIBUTE how INTEGER
@ATTRIBUTE however INTEGER
@ATTRIBUTE hypothesis INTEGER
@ATTRIBUTE hypothesize INTEGER
@ATTRIBUTE i INTEGER
@ATTRIBUTE identification INTEGER
@ATTRIBUTE identified INTEGER
@ATTRIBUTE identify INTEGER
@ATTRIBUTE ignore INTEGER
@ATTRIBUTE illustrate INTEGER
@ATTRIBUTE implications INTEGER
@ATTRIBUTE increasingly INTEGER
@ATTRIBUTE indicate INTEGER
@ATTRIBUTE indirect INTEGER
@ATTRIBUTE infeasible INTEGER
@ATTRIBUTE influence INTEGER
@ATTRIBUTE influences INTEGER
@ATTRIBUTE insights INTEGER
@ATTRIBUTE interested INTEGER
@ATTRIBUTE introduce INTEGER
@ATTRIBUTE investigate INTEGER
@ATTRIBUTE investigated INTEGER
@ATTRIBUTE investigates INTEGER
@ATTRIBUTE investigation INTEGER
@ATTRIBUTE is INTEGER
@ATTRIBUTE legacy INTEGER
@ATTRIBUTE less INTEGER
@ATTRIBUTE limited INTEGER
@ATTRIBUTE little INTEGER
@ATTRIBUTE low INTEGER
@ATTRIBUTE main INTEGER
@ATTRIBUTE make INTEGER
@ATTRIBUTE many INTEGER
@ATTRIBUTE may INTEGER
@ATTRIBUTE measured INTEGER
@ATTRIBUTE method INTEGER
@ATTRIBUTE might INTEGER
@ATTRIBUTE missing INTEGER
@ATTRIBUTE model INTEGER
@ATTRIBUTE most INTEGER
@ATTRIBUTE motivate INTEGER
@ATTRIBUTE motivation INTEGER
@ATTRIBUTE must INTEGER
@ATTRIBUTE named INTEGER
@ATTRIBUTE nevertheless INTEGER
@ATTRIBUTE new INTEGER
@ATTRIBUTE not INTEGER
@ATTRIBUTE notation INTEGER
@ATTRIBUTE notorious INTEGER
@ATTRIBUTE novel INTEGER
@ATTRIBUTE observe INTEGER
@ATTRIBUTE observed INTEGER
@ATTRIBUTE obstacles INTEGER
@ATTRIBUTE obtain INTEGER
@ATTRIBUTE offers INTEGER
@ATTRIBUTE often INTEGER
@ATTRIBUTE on INTEGER
@ATTRIBUTE only INTEGER
@ATTRIBUTE our INTEGER
@ATTRIBUTE paper INTEGER
@ATTRIBUTE predict INTEGER
@ATTRIBUTE predicted INTEGER
@ATTRIBUTE predicts INTEGER
@ATTRIBUTE present INTEGER
@ATTRIBUTE presents INTEGER
@ATTRIBUTE previously INTEGER
@ATTRIBUTE propose INTEGER
@ATTRIBUTE provided INTEGER
@ATTRIBUTE purpose INTEGER
@ATTRIBUTE rate INTEGER
@ATTRIBUTE readily INTEGER
@ATTRIBUTE reasonable INTEGER
@ATTRIBUTE refined INTEGER
@ATTRIBUTE reformlate INTEGER
@ATTRIBUTE relatively INTEGER
@ATTRIBUTE relies INTEGER
@ATTRIBUTE require INTEGER
@ATTRIBUTE restricted INTEGER
@ATTRIBUTE result INTEGER
@ATTRIBUTE results INTEGER
@ATTRIBUTE reuse INTEGER
@ATTRIBUTE reveals INTEGER
@ATTRIBUTE section INTEGER
@ATTRIBUTE sections INTEGER
@ATTRIBUTE seems INTEGER
@ATTRIBUTE short INTEGER
@ATTRIBUTE shortcomings INTEGER
@ATTRIBUTE show INTEGER
@ATTRIBUTE significantly INTEGER
@ATTRIBUTE similar INTEGER
@ATTRIBUTE simulations INTEGER
@ATTRIBUTE sometimes INTEGER
@ATTRIBUTE somewhat INTEGER
@ATTRIBUTE sparse INTEGER
@ATTRIBUTE spirit INTEGER
@ATTRIBUTE study INTEGER
@ATTRIBUTE substantial INTEGER
@ATTRIBUTE suggest INTEGER
@ATTRIBUTE suggesting INTEGER
@ATTRIBUTE suggests INTEGER
@ATTRIBUTE survey INTEGER
@ATTRIBUTE tailored INTEGER
@ATTRIBUTE terminology INTEGER
@ATTRIBUTE test INTEGER
@ATTRIBUTE theoretical INTEGER
@ATTRIBUTE these INTEGER
@ATTRIBUTE this INTEGER
@ATTRIBUTE to INTEGER
@ATTRIBUTE trades-offs INTEGER
@ATTRIBUTE treat INTEGER
@ATTRIBUTE true-positive INTEGER
@ATTRIBUTE typically INTEGER
@ATTRIBUTE unfortunately INTEGER
@ATTRIBUTE unlike INTEGER
@ATTRIBUTE unrealistically INTEGER
@ATTRIBUTE use INTEGER
@ATTRIBUTE used INTEGER
@ATTRIBUTE using INTEGER
@ATTRIBUTE validate INTEGER
@ATTRIBUTE variability INTEGER
@ATTRIBUTE variable INTEGER
@ATTRIBUTE was INTEGER
@ATTRIBUTE we INTEGER
@ATTRIBUTE were INTEGER
@ATTRIBUTE whereas INTEGER
@ATTRIBUTE while INTEGER
@ATTRIBUTE without INTEGER
@ATTRIBUTE work INTEGER
@ATTRIBUTE yet INTEGER
@ATTRIBUTE class_label {AIM, BASE, CONT, OWN, MISC}

@DATA
27,26,5.0,5.11538461538,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,OWN
28,19,7,7.0,arxiv,0,introduction,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OWN
29,23,7,5.69565217391,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OWN
30,11,4,4.45454545455,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,OWN
31,21,3,4.19047619048,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,OWN
32,7,7,7.42857142857,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OWN
33,9,4,4.77777777778,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,OWN
0,25,4,4.84,arxiv,0,abstract,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
1,47,6,6.1914893617,arxiv,0,abstract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,MISC
2,27,4,4.62962962963,arxiv,0,abstract,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,AIM
3,15,6,5.86666666667,arxiv,0,abstract,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OWN
4,29,4,4.8275862069,arxiv,0,abstract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,OWN
5,22,4.0,5.27272727273,arxiv,0,abstract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OWN
6,36,5.5,5.86111111111,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
7,40,5.0,5.425,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
8,22,6.0,6.22727272727,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
9,30,6.5,5.93333333333,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
10,29,4,5.75862068966,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
11,27,5,5.81481481481,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
12,23,4,4.60869565217,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MISC
13,20,6.5,6.0,arxiv,0,introduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MISC
